CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip
3.07E+13,614880,1884,Active,Orange,Garden Grove Unified,C. C. Violette Elementary,12091 Lampson Avenue,12091 Lampson Ave.,Garden Grove,92840-5643
3.07E+13,614880,,Closed,Orange,Garden Grove Unified,Chapman Junior High,11852 Knott Avenue,11852 Knott Ave.,Garden Grove,92645
3.07E+13,614880,1833,Active,Orange,Garden Grove Unified,Clinton Elementary,13641 Clinton Street,13641 Clinton St.,Garden Grove,92843-4110
3.07E+13,614880,1853,Active,Orange,Garden Grove Unified,Donald S. Jordan Intermediate,9821 Woodbury Road,9821 Woodbury Rd.,Garden Grove,92844-2835
3.07E+13,614880,1838,Active,Orange,Garden Grove Unified,Dwight D. Eisenhower Elementary,13221 Lilly Street,13221 Lilly St.,Garden Grove,92843-2156
3.07E+13,614880,1887,Active,Orange,Garden Grove Unified,Earl Warren Elementary,12871 Estock Drive,12871 Estock Dr.,Garden Grove,92840-4205
3.07E+13,614880,1877,Active,Orange,Garden Grove Unified,Edward Russell Elementary,600 South Jackson Street,600 South Jackson St.,Santa Ana,92704-1457
3.07E+13,614880,1857,Active,Orange,Garden Grove Unified,Ernest O. Lawrence Elementary,12521 Monroe,12521 Monroe,Garden Grove,92841-4422
3.07E+13,614880,,Closed,Orange,Garden Grove Unified,Edgar (Erwood C.) Elementary,6202 Cerulean Street,6202 Cerulean St.,Garden Grove,92645
3.07E+13,614880,1823,Active,Orange,Garden Grove Unified,Ethan B. Allen Elementary,16200 Bushard Street,16200 Bushard St.,Fountain Valley,92708-1505
3.07E+13,614880,1840,Active,Orange,Garden Grove Unified,Ethel M. Evans Elementary,12281 Nelson Street,12281 Nelson St.,Garden Grove,92840-3205
3.07E+13,614880,1841,Active,Orange,Garden Grove Unified,Excelsior Elementary,10421 Woodbury Road,10421 Woodbury Rd.,Garden Grove,92843-3277
3.07E+13,614880,1842,Active,Orange,Garden Grove Unified,Faylane Elementary,11731 Morrie Lane,11731 Morrie Ln.,Garden Grove,92840-1906
3.07E+13,614880,10570,Active,Orange,Garden Grove Unified,Garden Park Elementary,6562 Stanford Avenue,6562 Stanford Ave.,Garden Grove,92845-2243
3.07E+13,614880,1835,Active,Orange,Garden Grove Unified,Genevieve M. Crosby Elementary,12181 West Street,12181 West St.,Garden Grove,92840-3803
3.07E+13,614880,1871,Active,Orange,Garden Grove Unified,Patton Elementary,6861 Santa Rita Avenue,6861 Santa Rita Ave.,Garden Grove,92845-1443
3.07E+13,614880,1846,Active,Orange,Garden Grove Unified,Gilbert Elementary,9551 Orangewood Avenue,9551 Orangewood Ave.,Garden Grove,92841-1737
3.07E+13,614880,1849,Active,Orange,Garden Grove Unified,Heritage Elementary,426 South Andres Place,426 South Andres Pl.,Santa Ana,92704-1123
3.07E+13,614880,1826,Active,Orange,Garden Grove Unified,Hilton D. Bell Intermediate,12345 Springdale Street,12345 Springdale St.,Garden Grove,92845-2238
3.07E+13,614880,753,Active,Orange,Garden Grove Unified,Izaak Walton Intermediate,12181 Buaro Street,12181 Buaro St.,Garden Grove,92840-3924
3.07E+13,614880,1852,Active,Orange,Garden Grove Unified,James Irvine Intermediate,10552 Hazard Avenue,10552 Hazard Ave.,Garden Grove,92843-5109
3.07E+13,614880,1863,Active,Orange,Garden Grove Unified,James Monroe Elementary,16225 Newhope Street,16225 Newhope St.,Fountain Valley,92708-1703
3.07E+13,614880,,Closed,Orange,Garden Grove Unified,John C. Fremont Elem.,12402 Springdale Street,12402 Springdale St.,Garden Grove,92641
3.07E+13,614880,1839,Active,Orange,Garden Grove Unified,Enders Elementary,12302 Springdale Street,12302 Springdale St.,Garden Grove,92845-2239
3.07E+13,614880,1860,Active,Orange,Garden Grove Unified,John Marshall Elementary,15791 Bushard Street,15791 Bushard St.,Westminster,92683-7455
3.07E+13,614880,1865,Active,Orange,Garden Grove Unified,John Murdy Elementary,14851 Donegal Drive,14851 Donegal Dr.,Garden Grove,92844-3237
3.07E+13,614880,1856,Active,Orange,Garden Grove Unified,Dr. Walter C. Ralston Intermediate,10851 East Lampson Avenue,10851 East Lampson Ave.,Garden Grove,92840-5134
3.07E+13,614880,9371,Active,Orange,Garden Grove Unified,Leo Carrillo Elementary,15270 Bushard Street,15270 Bushard St.,Westminster,92683-6502
3.07E+13,614880,1836,Active,Orange,Garden Grove Unified,Leroy L. Doig Intermediate,12752 Trask Avenue,12752 Trask Ave.,Garden Grove,92843-3041
3.07E+13,614880,,Closed,Orange,Garden Grove Unified,Lincoln Ed. Tr. Center,11262 E. Garden Grove Boulevard,11262 E. Garden Grove Blvd.,Garden Grove,92640
3.07E+13,614880,7588,Active,Orange,Garden Grove Unified,Linton T. Simmons Elementary,11602 Steele Drive,11602 Steele Dr.,Garden Grove,92841-2121
3.07E+13,614880,1889,Active,Orange,Garden Grove Unified,Louis G. Zeyen Elementary,12081 South Magnolia Street,12081 South Magnolia St.,Garden Grove,92841-3314
3.07E+13,614880,1825,Active,Orange,Garden Grove Unified,Loyal Barker Elementary,12565 Springdale Street,12565 Springdale St.,Garden Grove,92845-2841
3.07E+13,614880,1831,Active,Orange,Garden Grove Unified,Mabel Carver Elementary,11150 Santa Rosalia Street,11150 Santa Rosalia St.,Stanton,90680-3135
3.07E+13,614880,8753,Active,Orange,Garden Grove Unified,Louis Lake Intermediate,10801 Orangewood Avenue,10801 Orangewood Ave.,Garden Grove,92840-1644
3.07E+13,614880,2337,Active,Orange,Garden Grove Unified,Mark Twain Special Center,11802 Loara Street,11802 Loara St.,Garden Grove,92840-2324
3.07E+13,614880,1851,Active,Orange,Garden Grove Unified,Merton E. Hill Elementary,9681 11th Street,9681 11th St.,Garden Grove,92844-3101
3.07E+13,614880,1862,Active,Orange,Garden Grove Unified,Mitchell Elementary,13451 Taft Avenue,13451 Taft Ave.,Garden Grove,92843-2444
3.07E+13,614880,1864,Active,Orange,Garden Grove Unified,Morningside Elementary,10521 Morningside Drive,10521 Morningside Dr.,Garden Grove,92843-4810
3.07E+13,614880,1866,Active,Orange,Garden Grove Unified,Newhope Elementary,4419 West Regent Drive,4419 West Regent Dr.,Santa Ana,92704-2245
3.07E+13,614880,754,Active,Orange,Garden Grove Unified,Ocia A. Peters Elementary,13162 Newhope Street,13162 Newhope St.,Garden Grove,92843-1416
3.07E+13,614880,1870,Active,Orange,Garden Grove Unified,Parkview Elementary,12272 Wilken Way,12272 Wilken Way,Garden Grove,92840-2699
3.07E+13,614880,1873,Active,Orange,Garden Grove Unified,Post Elementary,14641 Ward Street,14641 Ward St.,Westminster,92683-5830
3.07E+13,614880,1848,Active,Orange,Garden Grove Unified,R. F. Hazard Elementary,4218 West Hazard Avenue,4218 West Hazard Ave.,Santa Ana,92703-2610
3.07E+13,614880,1875,Active,Orange,Garden Grove Unified,Riverdale Elementary,13222 Lewis Street,13222 Lewis St.,Garden Grove,92843-2229
3.07E+13,614880,1876,Active,Orange,Garden Grove Unified,Rosita Elementary,4726 Hazard Avenue,4726 Hazard Ave.,Santa Ana,92703-2537
3.07E+13,614880,1861,Active,Orange,Garden Grove Unified,Sarah McGarvin Intermediate,9802 Bishop Place,9802 Bishop Pl.,Westminster,92683-6605
3.07E+13,614880,7189,Active,Orange,Garden Grove Unified,Skylark Elementary,11250 MacMurray Street,11250 MacMurray St.,Garden Grove,92841-1635
3.07E+13,614880,1881,Active,Orange,Garden Grove Unified,Stanford Elementary,12721 Magnolia Avenue,12721 Magnolia Ave.,Garden Grove,92841-4739
3.07E+13,614880,1843,Active,Orange,Garden Grove Unified,Stephen R. Fitz Intermediate,4600 West McFadden Avenue,4600 West McFadden Ave.,Santa Ana,92704-1142
3.07E+13,614880,1883,Active,Orange,Garden Grove Unified,Sunnyside Elementary,9972 East Russell Avenue,9972 East Russell Ave.,Garden Grove,92844-2431
3.07E+13,614880,1824,Active,Orange,Garden Grove Unified,Susan B. Anthony Elementary,15320 Pickford Street,15320 Pickford St.,Westminster,92683-7015
3.07E+13,614880,1869,Active,Orange,Garden Grove Unified,Thomas Paine Elementary,15792 Ward Street,15792 Ward St.,Garden Grove,92843-5348
3.07E+13,614880,1885,Active,Orange,Garden Grove Unified,Wakeham Elementary,7772 Chapman Avenue,7772 Chapman Ave.,Garden Grove,92841-3003
3.07E+13,614880,1888,Active,Orange,Garden Grove Unified,Woodbury Elementary,11362 Woodbury Road,11362 Woodbury Rd.,Garden Grove,92843-3599
3.07E+13,614880,1867,Active,Orange,Garden Grove Unified,Mamie L. Northcutt Elementary,11303 Sandstone Street,11303 Sandstone St.,Fountain Valley,92708-3025
3.07E+13,614880,,Closed,Orange,Garden Grove Unified,Mendenhall (Warren O.) Special Education,13581 Clinton Street,13581 Clinton St.,Garden Grove,92643
3.07E+13,614880,2338,Active,Orange,Garden Grove Unified,Jordan Secondary Learning Center,9915 Woodbury Avenue,9915 Woodbury Ave.,Garden Grove,92844-2838
3.07E+13,618030,,Active,Orange,Huntington Beach City Elementary,,17011 Beach Boulevard Suite 560,17011 Beach Blvd. Ste. 560,Huntington Beach,92647-5946
3.07E+13,618030,2224,Active,Orange,Huntington Beach City Elementary,Agnes L. Smith Elementary,770 17th Street,770 17th St.,Huntington Beach,92648-3426
3.07E+13,618030,2215,Active,Orange,Huntington Beach City Elementary,Ethel Dwyer Middle,1502 Palm Avenue,1502 Palm Ave.,Huntington Beach,92648-4007
3.07E+13,618030,,Closed,Orange,Huntington Beach City Elementary,Lebard (Lois and Harry) Elemen,20451 Craimer Lane,20451 Craimer Ln.,Huntington Beach,92646
3.07E+13,618030,2216,Active,Orange,Huntington Beach City Elementary,John H. Eader Elementary,9291 Banning Avenue,9291 Banning Ave.,Huntington Beach,92646-8302
3.07E+13,618030,7190,Active,Orange,Huntington Beach City Elementary,John R. Peterson Elementary,20661 Farnsworth Lane,20661 Farnsworth Ln.,Huntington Beach,92646-5511
3.07E+13,618030,2222,Active,Orange,Huntington Beach City Elementary,Joseph R. Perry Elementary,19231 Harding Lane,19231 Harding Ln.,Huntington Beach,92646-2023
3.07E+13,618030,,Closed,Orange,Huntington Beach City Elementary,Gisler (Ernest H.) Middle,21141 Strathmoor,21141 Strathmoor,Huntington Beach,92646
3.07E+13,618030,,Closed,Orange,Huntington Beach City Elementary,Burke (Robert H.) Elementary,9700 Levee Drive,9700 Levee Dr.,Huntington Beach,92646
3.07E+13,618030,2219,Closed,Orange,Huntington Beach City Elementary,Kettler (William E.) Elementary,8750 Dorsett Drive,8750 Dorsett Dr.,Huntington Beach,92646
3.07E+13,618030,2225,Active,Orange,Huntington Beach City Elementary,Isaac L. Sowers Middle,9300 Indianapolis Avenue,9300 Indianapolis Ave.,Huntington Beach,92646-5900
3.07E+13,618030,2218,Active,Orange,Huntington Beach City Elementary,Ralph E. Hawes Elementary,9682 Yellowstone Drive,9682 Yellowstone Dr.,Huntington Beach,92646-4857
3.07E+13,618030,2221,Active,Orange,Huntington Beach City Elementary,S. A. Moffett Elementary,8800 Burlcrest Avenue,8800 Burlcrest Ave.,Huntington Beach,92646-4620
3.07E+13,618030,,Closed,Orange,Huntington Beach City Elementary,Clapp (Jack K.) (Special Educa,20351 Farnsworth Lane,20351 Farnsworth Ln.,Huntington Beach,92646
3.07E+13,618030,8242,Active,Orange,Huntington Beach City Elementary,Huntington Seacliff Elementary,6701 Garfield Avenue,6701 Garfield Ave.,Huntington Beach,92648-1510
3.07E+13,618060,,Active,Orange,Huntington Beach Union High,,5832 Bolsa Avenue,5832 Bolsa Ave.,Huntington Beach,92649-1115
3.07E+13,618060,,Closed,Orange,Huntington Beach Union High,Guidance Center,17200 Goldenwest Street,17200 Goldenwest St.,Huntington Beach,92647
3.07E+13,618060,2233,Active,Orange,Huntington Beach Union High,Ocean View High,17071 Gothard Street,17071 Gothard St.,Huntington Beach,92647-5417
3.07E+13,618060,,Closed,Orange,Huntington Beach Union High,Huntington Beach Homebound,PO Box 71,PO Box 71,Huntington Beach,92648
3.07E+13,618060,13645,Active,Orange,Huntington Beach Union High,Huntington Beach Adult,17231 Gothard Street,17231 Gothard St.,Huntington Beach,92647-5421
3.07E+13,618060,,Closed,Orange,Huntington Beach Union High,Evening High,17200 Goldenwest Street,17200 Goldenwest St.,Huntington Beach,92647
3.07E+13,618060,8856,Active,Orange,Huntington Beach Union High,Coast High,17231 Gothard Street,17231 Gothard St.,Huntington Beach,92647-5421
